Date/Time,PSZ-AC:1:Air System Total Heating Energy [J](Hourly),PSZ-AC:1:Air System Total Cooling Energy [J](Hourly),PSZ-AC:2:Air System Total Heating Energy [J](Hourly),PSZ-AC:2:Air System Total Cooling Energy [J](Hourly),PSZ-AC:3:Air System Total Heating Energy [J](Hourly),PSZ-AC:3:Air System Total Cooling Energy [J](Hourly),PSZ-AC:4:Air System Total Heating Energy [J](Hourly),PSZ-AC:4:Air System Total Cooling Energy [J](Hourly),PSZ-AC:5:Air System Total Heating Energy [J](Hourly),PSZ-AC:5:Air System Total Cooling Energy [J](Hourly)
 01/29  10:00:00,0.0,0.0,0.0,0.0,775519.4231854165,42709.1428766445,0.0,0.0,769284.4158127321,50923.147844718886
 01/29  11:00:00,0.0,0.0,0.0,0.0,765875.4650555197,53362.841115043935,0.0,0.0,596535.4765159302,86956.90929440379
 01/29  12:00:00,0.0,0.0,0.0,0.0,767313.3661030245,58620.19953827199,0.0,0.0,763373.3048233938,65381.19179563846
 01/29  13:00:00,0.0,0.0,0.0,0.0,761230.8578904189,31129.685662471136,0.0,0.0,520294.08826552637,51452.32643263382
 01/29  14:00:00,0.0,0.0,0.0,0.0,519122.7419683784,34930.323349253515,0.0,0.0,238614.19060637314,0.0
 01/29  15:00:00,0.0,0.0,0.0,0.0,357469.3763024168,38802.77739667189,0.0,0.0,758427.5454116033,74421.32971219004
 01/29  16:00:00,0.0,0.0,0.0,0.0,476625.8350698876,106135.92919568041,0.0,0.0,0.0,0.0
 01/29  17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/29  18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/29  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/29  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/29  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/29  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/29  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/29  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/30  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/30  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/30  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/30  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/30  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/30  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/30  07:00:00,12282560.687767916,0.0,15824319.066033164,0.0,10264135.749985103,0.0,15675038.023179496,0.0,10252985.784178202,0.0
 01/30  08:00:00,12712005.928969147,0.0,14636894.989458409,0.0,9094138.133087397,0.0,14447369.02688561,0.0,9192908.846583108,0.0
 01/30  09:00:00,6669496.75676376,0.0,8775896.14218131,0.0,5287339.6913062999,0.0,9110289.364243895,0.0,5900187.314014338,0.0
 01/30  10:00:00,5109977.4209479079,0.0,7191722.181168741,0.0,4463811.27707721,0.0,7415206.127549107,0.0,4813776.449505912,0.0
 01/30  11:00:00,4372981.459367594,0.0,6287729.695015719,0.0,4001732.9017011465,0.0,6517003.413002898,0.0,4232661.243124314,0.0
 01/30  12:00:00,3707855.924153786,0.0,5494498.423233175,0.0,3601445.1224905985,0.0,5754322.415013554,0.0,3742986.8563507038,0.0
 01/30  13:00:00,4171847.473609981,0.0,5646588.327182065,0.0,3723031.2166263216,0.0,5919113.501576725,0.0,3811211.7916992774,0.0
 01/30  14:00:00,2652760.232773646,0.0,4385696.054307076,0.0,2934531.907796785,0.0,4598962.382345264,0.0,3009037.0427826505,0.0
 01/30  15:00:00,2380887.237883333,0.0,4197540.470232512,0.0,2764992.4802186118,0.0,4312762.4220109269,0.0,2821390.6414386124,0.0
 01/30  16:00:00,2003121.416731367,0.0,4042029.10294976,0.0,2617034.0223872924,0.0,4048332.9818739497,0.0,2661033.681117376,0.0
 01/30  17:00:00,2003678.8858811595,0.0,4171810.0660040157,0.0,2653763.9876491527,0.0,4080772.6543722196,0.0,2695065.532321931,0.0
 01/30  18:00:00,5084568.922547999,0.0,6839641.031134106,0.0,4217673.065983869,0.0,6684703.405468315,0.0,4273483.005332777,0.0
 01/30  19:00:00,6469518.958417816,0.0,8222020.4121000389,0.0,5039910.7360425549,0.0,8026748.523685532,0.0,5100521.023208072,0.0
 01/30  20:00:00,6950535.662508936,0.0,8729494.125256896,0.0,5342207.714447796,0.0,8504485.161210364,0.0,5401769.859486019,0.0
 01/30  21:00:00,7513051.246453853,0.0,9261528.521779687,0.0,5650659.883582342,0.0,9005175.340801496,0.0,5708833.7470332919,0.0
 01/30  22:00:00,7996708.282107331,0.0,9747024.09683475,0.0,5935253.814060145,0.0,9456816.376296655,0.0,5990033.900766417,0.0
 01/30  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/30  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/31  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/31  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/31  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/31  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/31  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/31  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/31  07:00:00,8695722.00050573,0.0,13469754.02114217,0.0,8584233.045397126,0.0,12732182.42019545,0.0,8640418.769845713,0.0
 01/31  08:00:00,11837971.563544982,0.0,14358403.80374483,0.0,8773914.272700292,0.0,13870303.841420386,0.0,8915878.81564779,0.0
 01/31  09:00:00,6433358.431592719,0.0,9002921.577641735,0.0,5309113.663167292,0.0,9087937.714723293,0.0,5951409.078099718,0.0
 01/31  10:00:00,5320028.939047867,0.0,7836295.706268887,0.0,4750803.516177343,0.0,7801797.072325885,0.0,5111119.863799188,0.0
 01/31  11:00:00,4969085.080384437,0.0,7642715.598592286,0.0,4683075.42392973,0.0,7411717.589833158,0.0,4862107.306279963,0.0
 01/31  12:00:00,4630501.757349893,0.0,6831980.711033023,0.0,4308050.129851277,0.0,6802307.542139382,0.0,4465184.475023875,0.0
 01/31  13:00:00,5291710.068101103,0.0,6900832.806858374,0.0,4467733.395263631,0.0,7086308.012531813,0.0,4597128.706702306,0.0
 01/31  14:00:00,3663225.240165213,0.0,4913488.739385512,0.0,3579776.4959173884,0.0,5642820.348229124,0.0,3694250.423926754,0.0
 01/31  15:00:00,3124259.009468824,0.0,3831814.6324742825,0.0,3268589.2528082735,0.0,5168631.018054167,0.0,3218777.713637288,0.0
 01/31  16:00:00,2699357.1264378747,0.0,2890065.6730480378,0.0,3133336.6600969249,0.0,4974831.750677015,0.0,2423918.172987924,0.0
 01/31  17:00:00,2574122.7244609144,0.0,4045172.4627094559,0.0,3207770.217731695,0.0,5045887.648784731,0.0,2667566.7734334107,0.0
 01/31  18:00:00,6127278.553896519,0.0,7799000.526683218,0.0,5103589.921042429,0.0,8131638.675210162,0.0,4911378.593248257,0.0
 01/31  19:00:00,7843057.574976152,0.0,9692467.892550992,0.0,6153024.257704349,0.0,9817179.109869913,0.0,6078477.723067835,0.0
 01/31  20:00:00,8547265.889877266,0.0,10487634.710022742,0.0,6600951.771601616,0.0,10519968.257140594,0.0,6544971.198194267,0.0
 01/31  21:00:00,9300049.095817816,0.0,11262136.119617295,0.0,7048420.192272926,0.0,11235130.263056424,0.0,6989934.7247838559,0.0
 01/31  22:00:00,9549924.386959777,0.0,11510685.095918956,0.0,7188092.193138081,0.0,11450136.427608604,0.0,7126224.475483175,0.0
 01/31  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/31  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/01  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/01  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/01  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/01  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/01  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/01  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/01  07:00:00,7355981.012068626,0.0,12006771.518110583,0.0,8033511.360827858,0.0,12056980.301960621,0.0,7924515.506464911,0.0
 02/01  08:00:00,9428800.353352748,0.0,12032787.722867044,0.0,7620367.0857191779,0.0,12039323.910240286,0.0,7654047.160414862,0.0
 02/01  09:00:00,3777115.1947747108,0.0,6400462.52844118,0.0,3955445.2525017338,0.0,6931273.058181451,0.0,4513288.024342541,0.0
 02/01  10:00:00,2343277.3654801968,0.0,4867698.822141275,0.0,3165955.7248545459,0.0,5290267.927262924,0.0,3463798.763590607,0.0
 02/01  11:00:00,1858216.240999335,0.0,4280214.713434672,0.0,2868179.194402706,0.0,4594130.50105924,0.0,3014703.7311065059,0.0
 02/01  12:00:00,1858216.2409993346,175720.4740389798,4146699.832924402,0.0,2786924.986198876,0.0,4341661.462000891,0.0,2853122.626320226,0.0
 02/01  13:00:00,2728643.145549159,0.0,5504135.810614092,0.0,3538337.906112021,0.0,5524392.7767588249,0.0,3586397.0589521315,0.0
 02/01  14:00:00,1858216.2409993318,574190.6734103859,3994858.300730966,0.0,2698861.7640851514,0.0,4138071.3608867649,0.0,2740784.369555594,0.0
 02/01  15:00:00,1858216.2409993266,1317368.0671498436,2517470.726624862,0.0,1994468.1461156936,0.0,3045903.238333074,0.0,1968437.8523609644,0.0
 02/01  16:00:00,1858216.2409993257,1995154.9669761984,1825184.7839226628,0.0,1592433.3981249678,0.0,2458607.592400858,0.0,1467382.7636309802,0.0
 02/01  17:00:00,1858216.2409993234,2153964.169510659,1866818.9313375992,0.0,1429877.505209662,0.0,2180516.3693345526,0.0,1431685.1436382267,0.0
 02/01  18:00:00,2326488.28518049,0.0,4421809.216740603,0.0,2923879.3735542746,0.0,4564269.2670764,0.0,2870261.911629068,0.0
 02/01  19:00:00,3519921.3392518616,0.0,5532800.902322442,0.0,3568774.5282072054,0.0,5624281.491453295,0.0,3553626.9635197708,0.0
 02/01  20:00:00,3635641.7964177059,0.0,5655641.617910785,0.0,3635100.4250913367,0.0,5724696.584327462,0.0,3626233.4230779556,0.0
 02/01  21:00:00,3837744.877666883,0.0,5800840.934375279,0.0,3714635.074535331,0.0,5856243.639357906,0.0,3705382.859799011,0.0
 02/01  22:00:00,3826555.3392044485,0.0,5939776.3317361059,0.0,3780814.94352361,0.0,5950392.115162998,0.0,3773066.786584437,0.0
 02/01  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/01  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/02  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/02  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/02  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/02  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/02  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/02  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/02  07:00:00,3887208.5476771194,0.0,7346738.5641468609,0.0,4909210.694647632,0.0,7325690.335864499,0.0,4899345.336933915,0.0
 02/02  08:00:00,5637383.864505283,0.0,7349835.4719763719,0.0,4373237.991852678,0.0,7625827.208955418,0.0,4900400.766848983,0.0
 02/02  09:00:00,1858216.2409993238,1469712.1132092532,1455617.0527984889,0.0,1449640.6064857403,101271.96008210443,3170388.775514434,0.0,2174516.6979189116,0.0
 02/02  10:00:00,1858216.2409993257,2212174.18113868,1455617.0527984843,0.0,1429877.5052096586,0.0,1866689.2818180936,0.0,1445434.3926709397,0.0
 02/02  11:00:00,1858216.240999328,2149637.3320437737,1455617.052798486,0.0,1429877.5052096602,0.0,1486185.0463085566,0.0,1431685.1436382319,0.0
 02/02  12:00:00,1858216.2409993266,2116689.632754378,1455617.0527984896,0.0,1429877.5052096584,0.0,1486185.046308555,0.0,1431685.14363823,0.0
 02/02  13:00:00,1858216.2409993266,1511654.23860852,1869543.856018651,0.0,1444661.0609166006,0.0,2850594.480794784,0.0,1787711.5331221093,0.0
 02/02  14:00:00,1858216.2409993248,2146032.0190732164,1510359.8737632239,0.0,1429877.5052096593,0.0,2098175.2705450237,0.0,1472840.7423700542,0.0
 02/02  15:00:00,1858216.2409993257,2135125.60576929,1455617.052798488,0.0,1429877.5052096602,0.0,1839786.9999290165,0.0,1431685.1436382286,0.0
 02/02  16:00:00,1858216.240999328,2124398.079017854,1726665.4843924172,0.0,1429877.5052096584,0.0,2180626.4734453035,0.0,1515520.2797209037,0.0
 02/02  17:00:00,1858216.2409993257,2117478.590093715,1954679.4049893246,0.0,1429877.505209662,0.0,2355214.4271265428,0.0,1573329.788915203,0.0
 02/02  18:00:00,3072732.4549982466,0.0,4385379.498146939,0.0,2317376.2513508379,0.0,4813653.576497705,0.0,3120898.130008858,0.0
 02/02  19:00:00,4780010.837821862,0.0,6211319.396287319,0.0,3477605.5371379444,0.0,6554517.968947086,0.0,4201120.974733343,0.0
 02/02  20:00:00,5277725.4560106829,0.0,6848810.601310811,0.0,3892007.5623672215,0.0,7117790.861081307,0.0,4562319.361257557,0.0
 02/02  21:00:00,5786931.995349301,0.0,7171299.21325819,0.0,4116678.1039748077,0.0,7403278.39151265,0.0,4736381.532083789,0.0
 02/02  22:00:00,6104457.246682794,0.0,7572364.392951118,0.0,4376429.072183854,0.0,7736098.533270218,0.0,4945673.809075315,0.0
 02/02  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/02  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/03  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/03  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/03  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/03  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/03  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/03  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/03  07:00:00,6470783.788044368,0.0,10939112.56897314,0.0,6787297.600202318,0.0,10737294.208177574,0.0,7364769.170998694,0.0
 02/03  08:00:00,9622462.624651827,0.0,11995176.138336234,0.0,7198482.114819161,0.0,11875392.621010632,0.0,7678622.762957118,0.0
 02/03  09:00:00,4529290.840935346,0.0,6962883.400217285,0.0,3978902.198743282,0.0,7321143.026396087,0.0,4856805.111737064,0.0
 02/03  10:00:00,3598139.7993881639,0.0,5886722.640376931,0.0,3489489.0035006657,0.0,6149360.78979004,0.0,4087110.9431116448,0.0
 02/03  11:00:00,3237922.9916907136,0.0,5440848.65212116,0.0,3301120.3555381034,0.0,5606418.859478113,0.0,3726520.0670469126,0.0
 02/03  12:00:00,3017867.093705673,0.0,5254546.704803169,0.0,3212936.541458515,0.0,5316269.979629431,0.0,3535596.6803422609,0.0
 02/03  13:00:00,3967929.3790215256,0.0,6620965.653870764,0.0,3982493.4657405407,0.0,6492037.558467626,0.0,4264465.3217170969,0.0
 02/03  14:00:00,2763258.102700934,0.0,5582093.210541398,0.0,3386280.117603662,0.0,5462837.73647905,0.0,3645480.784531509,0.0
 02/03  15:00:00,2604663.2594165888,0.0,4913313.80663576,0.0,3021505.227988776,0.0,4889371.894017897,0.0,3253433.802191092,0.0
 02/03  16:00:00,2461716.609996006,0.0,4854397.894868414,0.0,2977145.381986792,0.0,4795676.538579343,0.0,3182528.687907585,0.0
 02/03  17:00:00,2332246.68405632,0.0,4955912.608948638,0.0,3018759.096093136,0.0,4822957.924644728,0.0,3212597.7846687359,0.0
 02/03  18:00:00,5359150.052232053,0.0,7580612.278662921,0.0,4573793.952780343,0.0,7385608.373923603,0.0,4770445.375073041,0.0
 02/03  19:00:00,6653902.870751835,0.0,8871817.246522231,0.0,5356710.535423407,0.0,8648309.646887292,0.0,5546026.30678481,0.0
 02/03  20:00:00,6997752.148653613,0.0,9274629.495380415,0.0,5606837.450523095,0.0,9030268.685646115,0.0,5783963.701196718,0.0
 02/03  21:00:00,7455664.675569981,0.0,9735656.417355188,0.0,5884644.731011148,0.0,9470055.18086239,0.0,6051836.981687423,0.0
 02/03  22:00:00,7713436.301225508,0.0,9994975.158123473,0.0,6041748.683058397,0.0,9709889.818266685,0.0,6199684.816633768,0.0
 02/03  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/03  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/04  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/04  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/04  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/04  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/04  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/04  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/04  07:00:00,9531398.217174225,0.0,15011673.968380055,0.0,9538976.889159233,0.0,14343705.733038053,0.0,9719923.924720606,0.0
 02/04  08:00:00,12706264.246541478,0.0,15190450.638967945,0.0,8877867.475133036,0.0,15179115.485967143,0.0,9766693.217517095,0.0
 02/04  09:00:00,9582667.49890733,0.0,8205851.739160512,0.0,2616259.8245536775,0.0,11989687.729372442,0.0,7707180.140820606,0.0
 02/04  10:00:00,8129644.927100534,0.0,5463415.595963115,0.0,2317278.182910424,0.0,10127016.66098296,0.0,6466456.368269019,0.0
 02/04  11:00:00,7112504.274386118,0.0,2664116.207864522,0.0,2590132.092328593,0.0,8892715.732144278,0.0,5576484.067429875,0.0
 02/04  12:00:00,5978347.748974736,0.0,1455617.0527984938,0.0,3287922.712119866,0.0,7855468.099353423,0.0,4802411.360836359,0.0
 02/04  13:00:00,6053162.284949033,0.0,1455617.0527984915,0.0,3635982.938549337,0.0,7922485.422220485,0.0,4712352.991818442,0.0
 02/04  14:00:00,5556327.863209911,0.0,1455617.0527984924,0.0,3433625.4492860205,0.0,7532434.393555216,0.0,4470635.077907743,0.0
 02/04  15:00:00,5301628.265533835,0.0,1455617.052798493,0.0,3320387.8166033776,0.0,7304875.044876007,0.0,4053702.6921059514,0.0
 02/04  16:00:00,5052783.474103843,0.0,1767751.4069414009,0.0,3232761.058736822,0.0,6983777.095224113,0.0,3352855.5761065084,0.0
 02/04  17:00:00,5112742.588770072,0.0,3281491.3023498628,0.0,3372841.496295439,0.0,7023706.7456920579,0.0,3719126.977767222,0.0
 02/04  18:00:00,5996644.9446723009,0.0,4813937.217398287,0.0,3933650.824554866,0.0,7806061.101189412,0.0,4579691.266413621,0.0
 02/04  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/04  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/04  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/04  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/04  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/04  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/05  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/05  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/05  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/05  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/05  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/05  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/05  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/05  08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/05  09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/05  10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/05  11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/05  12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/05  13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/05  14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/05  15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/05  16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/05  17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/05  18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/05  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/05  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/05  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/05  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/05  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/05  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/06  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/06  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/06  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/06  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/06  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/06  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/06  07:00:00,7967172.10490753,0.0,8840183.77658296,0.0,5904289.75394644,0.0,11570111.072061435,0.0,7448859.677772334,0.0
 02/06  08:00:00,8918423.431122624,0.0,8212313.541991852,0.0,4598027.092223298,0.0,11078187.225113377,0.0,6929982.350444657,0.0
 02/06  09:00:00,2606622.5704706718,51320.43805507982,1498989.254249892,0.0,1439828.214833342,52577.52760741757,5124671.507592769,0.0,3290837.6807090917,0.0
 02/06  10:00:00,1858216.2409993248,1342970.9855090287,1455617.0527984889,0.0,1429877.5052096609,0.0,2962257.463947716,0.0,1931004.230301741,0.0
 02/06  11:00:00,1858216.2409993266,2193517.9589477388,1455617.0527984896,0.0,1429877.5052096602,0.0,1976572.8962604176,0.0,1431685.1436382284,0.0
 02/06  12:00:00,1858216.2409993234,2244846.3417799847,1455617.0527984896,0.0,1429877.5052096584,0.0,1518396.623486494,0.0,1431685.14363823,0.0
 02/06  13:00:00,1858216.2409993257,2040928.079306126,1492727.8954624558,0.0,1462005.6640038554,0.0,2066761.685468702,0.0,1457500.3559517288,0.0
 02/06  14:00:00,1858216.240999328,2263664.760669022,1455617.0527984864,33396.05819218693,1429877.5052096602,28588.916265800144,1486185.046308555,0.0,1431685.14363823,33185.927983015055
 02/06  15:00:00,1858216.2409993266,2156719.994402078,1455617.052798486,0.0,1429877.5052096619,0.0,1559783.5502396264,0.0,1431685.1436382293,0.0
 02/06  16:00:00,1858216.2409993276,2108264.2436502559,1455617.052798486,0.0,1429877.5052096602,0.0,2010479.8401227194,0.0,1431685.1436382286,0.0
 02/06  17:00:00,1858216.240999329,1880754.0110332927,1455617.0527984899,0.0,1429877.5052096602,0.0,2345751.6664969457,0.0,1445480.0718221514,0.0
 02/06  18:00:00,3505825.268607462,0.0,3588213.6788572517,0.0,1854328.6858650568,0.0,4971014.142358077,0.0,3078029.364450733,0.0
 02/06  19:00:00,5015161.243781263,0.0,4981083.862926147,0.0,2801490.232147957,0.0,6307442.871991301,0.0,3914603.915968013,0.0
 02/06  20:00:00,5399416.256589406,0.0,5474965.818047341,0.0,3102286.7639702789,0.0,6724364.475372702,0.0,4190793.5442568624,0.0
 02/06  21:00:00,5795002.706594589,0.0,5999694.1646849359,0.0,3416401.259072357,0.0,7139160.945375431,0.0,4456143.032403543,0.0
 02/06  22:00:00,6011239.9270215299,0.0,6343053.820122914,0.0,3634311.0645872356,0.0,7365737.802697052,0.0,4606805.660623782,0.0
 02/06  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/06  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/07  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/07  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/07  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/07  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/07  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/07  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/07  07:00:00,5561006.76128252,0.0,8336147.347871388,0.0,5128368.435524363,0.0,9207287.672906707,0.0,6233130.704058733,0.0
 02/07  08:00:00,8535741.771129638,0.0,9675865.088116784,0.0,5661958.001283543,0.0,10400366.766495794,0.0,6656188.727448772,0.0
 02/07  09:00:00,3569155.142420561,0.0,4995474.250485284,0.0,2732013.1435020968,0.0,5961663.250421116,0.0,3915876.7661922017,0.0
